nombre,apellido,edad,genero,pais_origen,estado_civil,num_integrantes_familia,dependientes_menores,profesion,sector_industrial,categoria_profesional,nivel_educativo,tipo_contrato,anos_experiencia,meses_empresa_actual,ingresos_anuales,dinero_banco,deudas_totales,invertido_bolsa,invertido_cripto,invertido_propiedades,patrimonio_neto,score_crediticio,gastos_mensuales,renta_pasiva,ratio_deuda_ingreso,interes_compra_dubai,motivo_compra,presupuesto_max,zona_preferida
Elena,Navarro,56,Mujer,Perú,Casado,3,0,Ingeniero Software,Salud,Director,Licenciatura,Permanente,35,152,134797,81525,147221,237202,0,0,171506,622,3012,0,109.22,Medio,Inversión,1786221,Zona Centro-Negocios
Andrés,Blanco,61,Hombre,Venezuela,Casado,4,0,Contador,Turismo,Director,Licenciatura,Permanente,39,155,109752,202642,26561,255297,0,961108,1392486,689,3632,0,24.2,Alto,Mixto,5000000,Zona Costa-Premium
Andrea,Domínguez,31,Mujer,Chile,Casado,3,0,Desarrollador,Finanzas,Mid-Level,Licenciatura,Temporal,10,179,48235,33876,24328,0,4726,0,14274,594,909,0,50.44,Medio,Inversión,243775,Zona Tech-Educación
Sofía,Ortiz,33,Mujer,Ecuador,Soltero,5,0,Médico,Legal,Senior,Licenciatura,Permanente,12,110,80509,39076,78315,39733,0,0,494,691,2323,0,97.27,Bajo,Vacacional,765437,Zona Residencial-Accesible
Beatriz,Pérez,31,Mujer,México,Divorciado,3,2,Empresario,Telecomunicaciones,Mid-Level,Bachillerato,Permanente,10,42,36919,10790,42500,0,0,0,-31710,550,1157,2749,115.12,Medio,Residencia,204939,Zona Sur-Inversión
Clara,Hernández,56,Mujer,México,Soltero,1,0,Data Scientist,Legal,Director,Master,Permanente,35,154,163941,97169,148055,126226,0,802293,877633,662,4513,0,90.31,Medio,Residencia,3927105,Zona Costa-Premium
Carlos,López,33,Hombre,Chile,Casado,4,1,Consultor,Educación,Senior,Master,Permanente,11,45,90496,21636,98489,72963,0,0,-3890,591,1934,16738,108.83,Medio,Inversión,794590,Zona Sur-Inversión
Alejandro,Martín,31,Hombre,México,Soltero,1,0,Profesor Universitario,Salud,Mid-Level,Licenciatura,Permanente,9,14,67844,28537,44720,20796,19396,0,24009,608,1200,0,65.92,Medio,Residencia,499830,Zona Centro-Negocios
Sergio,Díaz,56,Hombre,España,Casado,4,1,Consultor,Tecnología,C-Level,PhD,Permanente,34,102,312347,216508,66884,0,0,0,149624,699,9292,0,21.41,Bajo,Mixto,4140322,Zona Costa-Premium
Sergio,Vázquez,56,Hombre,Argentina,Soltero,2,0,Empresario,Educación,Director,Master,Permanente,33,36,181736,310542,43618,314869,0,979452,1561245,736,3501,0,24.0,Alto,Mixto,5000000,Zona Costa-Premium
Teresa,Jiménez,31,Mujer,Argentina,Soltero,3,0,Analista Financiero,Finanzas,Mid-Level,Licenciatura,Permanente,8,178,59927,19608,38997,4312,0,0,-15077,565,1675,0,65.07,Medio,Residencia,348369,Zona Residencial-Accesible
Isabel,González,31,Mujer,Colombia,Casado,3,2,Empresario,Aeroespacial,Mid-Level,Licenciatura,Freelance,9,74,54210,24957,41024,0,0,0,-16067,582,1348,0,75.68,Bajo,Residencia,357672,Zona Tech-Educación
Sergio,Blanco,33,Hombre,Argentina,Soltero,3,0,Marketing Manager,Educación,Director,Master,Freelance,12,64,109291,62814,59011,41790,0,322667,368260,574,3405,0,53.99,Medio,Residencia,1460457,Zona Centro-Negocios
Fernando,Suárez,33,Hombre,Colombia,Casado,3,2,Chef Ejecutivo,Aeroespacial,Director,Master,Freelance,12,142,167922,93759,29848,22524,0,369054,455489,803,4053,0,17.77,Medio,Vacacional,1966222,Zona Costa-Premium
Andrés,Sánchez,56,Hombre,Argentina,Soltero,4,0,Data Scientist,Energía,Director,Licenciatura,Permanente,34,81,97946,174476,63813,139967,0,0,250630,712,2233,0,65.15,Medio,Mixto,1468063,Zona Residencial-Accesible
José,Muñoz,33,Hombre,México,Soltero,2,0,Data Scientist,Construcción,Mid-Level,Licenciatura,Freelance,11,2,44521,19919,16987,16846,0,0,19778,627,1061,4865,38.16,Bajo,Residencia,533704,Zona Sur-Inversión
Javier,Gutiérrez,33,Hombre,España,Casado,3,2,Arquitecto,Retail,Mid-Level,Licenciatura,Permanente,10,81,66311,28519,19638,60046,19340,313897,402164,739,1356,16380,29.61,Alto,Inversión,1232756,Zona Residencial-Accesible
David,Jiménez,56,Hombre,Chile,Soltero,1,0,Empresario,Energía,Director,PhD,Permanente,33,161,196987,312704,51421,252165,53880,0,567328,666,6559,0,26.1,Alto,Inversión,3037890,Zona Costa-Premium
Clara,Ramos,33,Mujer,España,Soltero,2,0,Director Comercial,Finanzas,Mid-Level,Licenciatura,Permanente,11,48,52845,25822,17025,72098,15387,0,96282,718,1454,0,32.22,Bajo,Residencia,602924,Zona Residencial-Accesible
Pedro,Vázquez,33,Hombre,Uruguay,Soltero,1,0,Chef Ejecutivo,Turismo,Mid-Level,Licenciatura,Permanente,10,129,62258,22588,42385,72387,25948,0,78538,550,1076,15358,68.08,Bajo,Vacacional,647336,Zona Tech-Educación
Andrés,Rodríguez,33,Hombre,Chile,Soltero,3,0,Director Comercial,Alimentación,Senior,Master,Permanente,10,106,79213,93559,27509,0,0,0,66050,726,1763,0,34.73,Bajo,Mixto,780897,Zona Residencial-Accesible
Sofía,Ramírez,56,Mujer,Argentina,Soltero,2,0,Data Scientist,Energía,Director,Licenciatura,Permanente,35,37,160941,164047,160955,341492,0,909899,1254483,680,3593,0,100.01,Alto,Inversión,5000000,Zona Centro-Negocios
Luis,Alonso,31,Hombre,Venezuela,Soltero,4,0,Chef Ejecutivo,Tecnología,Senior,Master,Permanente,9,176,103996,74990,38837,45108,20411,0,101672,608,2247,16175,37.34,Medio,Residencia,803044,Zona Centro-Negocios
Carmen,Blanco,31,Mujer,Argentina,Soltero,2,0,Gerente de Proyecto,Turismo,Senior,Master,Permanente,10,130,115631,33922,30895,0,0,0,3027,747,3000,0,26.72,Medio,Vacacional,644048,Zona Residencial-Accesible
Ana,Jiménez,31,Mujer,España,Divorciado,2,0,Arquitecto,Construcción,Mid-Level,Bachillerato,Temporal,10,142,43718,21618,41936,0,0,87101,66783,611,1019,0,95.92,Medio,Inversión,234102,Zona Residencial-Accesible
Carlos,Alonso,56,Hombre,México,Soltero,2,0,Profesor Universitario,Retail,Director,Licenciatura,Permanente,34,156,94120,169600,52502,151600,0,466449,735147,633,3005,0,55.78,Medio,Inversión,3957549,Zona Costa-Premium
Alberto,Serrano,33,Hombre,España,Divorciado,1,0,Chef Ejecutivo,Aeroespacial,Mid-Level,Licenciatura,Permanente,11,169,71274,25358,22997,65862,30273,0,98496,684,1521,0,32.27,Bajo,Residencia,754544,Zona Centro-Negocios
Sergio,Navarro,33,Hombre,España,Casado,1,0,Profesor Universitario,Inmobiliario,Director,Master,Temporal,12,18,168501,164871,61019,191446,10535,0,305833,686,5077,21812,36.21,Bajo,Inversión,1520351,Zona Costa-Premium
David,Gil,61,Hombre,México,Soltero,4,0,Arquitecto,Construcción,C-Level,Master,Permanente,39,80,179168,125232,16833,187140,25724,1004430,1325693,696,5252,0,9.4,Alto,Mixto,5000000,Zona Centro-Negocios
Ricardo,Torres,61,Hombre,Colombia,Soltero,2,0,Gerente de Proyecto,Consultoría,C-Level,Master,Permanente,40,58,242828,204511,41327,145671,0,0,308855,697,7643,50366,17.02,Medio,Residencia,3198834,Zona Centro-Negocios
Raquel,Martínez,61,Mujer,México,Soltero,1,0,Analista Financiero,Construcción,C-Level,Master,Permanente,39,139,283891,293248,51665,331178,95668,0,668429,817,6593,52965,18.2,Alto,Inversión,3482464,Zona Costa-Premium
Alberto,Jiménez,31,Hombre,México,Casado,1,0,Empresario,Retail,Senior,Master,Permanente,10,163,117948,40369,39421,7810,0,0,8758,794,2215,0,33.42,Bajo,Inversión,591207,Zona Sur-Inversión
José,Díaz,56,Hombre,España,Casado,2,1,Gerente de Proyecto,Aeroespacial,Director,Master,Permanente,34,83,184036,136578,82151,289205,0,0,343632,729,5710,18277,44.64,Bajo,Mixto,2723432,Zona Costa-Premium
Manuel,Rodríguez,33,Hombre,México,Casado,3,3,Farmacéutico,Turismo,Director,PhD,Temporal,12,176,124468,80660,36250,73057,0,0,117467,632,2872,0,29.12,Medio,Inversión,1136489,Zona Centro-Negocios
Teresa,Gutiérrez,31,Mujer,España,Casado,2,1,Diseñador,Aeroespacial,Senior,Master,Permanente,8,160,115429,24924,36792,21542,0,0,9674,695,2621,0,31.87,Medio,Inversión,603528,Zona Sur-Inversión
Fernando,Torres,33,Hombre,España,Soltero,1,0,Ingeniero Civil,Construcción,Mid-Level,Licenciatura,Permanente,10,72,67913,57852,27244,49558,0,0,80166,623,1243,0,40.12,Bajo,Inversión,590335,Zona Centro-Negocios
Miguel,Fernández,33,Hombre,Colombia,Casado,2,1,Chef Ejecutivo,Automotriz,Senior,Licenciatura,Permanente,12,172,68720,40188,74037,42338,0,0,8489,574,2090,0,107.74,Bajo,Inversión,819731,Zona Sur-Inversión
Javier,Blanco,31,Hombre,España,Soltero,5,0,Chef Ejecutivo,Retail,Mid-Level,Licenciatura,Temporal,10,51,61848,19019,10926,236,1595,96988,106912,562,1837,13579,17.67,Medio,Vacacional,327600,Zona Tech-Educación
Cristina,Vázquez,33,No-binario,España,Viudo,2,0,Chef Ejecutivo,Energía,Senior,Licenciatura,Permanente,12,99,94829,35251,61686,0,0,487861,461426,593,1618,16104,65.05,Medio,Inversión,2130931,Zona Costa-Premium
José,García,56,Hombre,España,Casado,2,2,Piloto,Salud,Director,Licenciatura,Permanente,34,12,144715,88779,81828,132478,50281,689653,879363,592,4187,0,56.54,Medio,Vacacional,4965400,Zona Costa-Premium
María,Vázquez,33,Mujer,Argentina,Soltero,3,0,Piloto,Educación,Mid-Level,Licenciatura,Freelance,10,109,57397,50790,41155,61193,0,0,70828,593,1152,0,71.7,Bajo,Inversión,654765,Zona Tech-Educación
Silvia,Suárez,33,Mujer,Chile,Divorciado,4,3,Desarrollador,Alimentación,Senior,Master,Permanente,11,146,80238,29716,70845,63397,0,0,22268,566,2448,0,88.29,Medio,Inversión,852100,Zona Residencial-Accesible
Manuel,Ruiz,33,Hombre,Venezuela,Casado,1,3,Consultor,Aeroespacial,Director,Master,Permanente,12,96,111315,38305,59013,149549,20953,0,149794,586,1903,0,53.01,Bajo,Inversión,986212,Zona Centro-Negocios
Marta,Alonso,61,Mujer,Colombia,Casado,3,2,Chef Ejecutivo,Consultoría,Director,Licenciatura,Permanente,40,166,110169,146935,56635,202279,0,0,292579,550,2393,0,51.41,Medio,Inversión,1245659,Zona Centro-Negocios
Pedro,Fernández,31,Hombre,España,Casado,4,1,Data Scientist,Educación,Mid-Level,Licenciatura,Permanente,10,70,68674,37163,28176,52651,0,0,61638,653,1266,0,41.03,Bajo,Residencia,512985,Zona Tech-Educación
Rosa,Moreno,33,Mujer,España,Divorciado,1,0,Marketing Manager,Consultoría,Senior,Master,Permanente,11,141,79532,52451,26047,44523,0,0,70927,554,2226,0,32.75,Medio,Inversión,896243,Zona Sur-Inversión
Ana,Gutiérrez,31,Mujer,España,Divorciado,5,1,Marketing Manager,Finanzas,Senior,Master,Temporal,10,135,91302,41874,27408,0,24266,0,38732,619,2574,9942,30.02,Bajo,Vacacional,501390,Zona Residencial-Accesible
Beatriz,Gutiérrez,56,Mujer,Argentina,Casado,3,0,Consultor,Aeroespacial,Director,Master,Permanente,35,119,140437,85333,48578,273637,0,0,310392,616,4101,0,34.59,Medio,Mixto,1800834,Zona Costa-Premium
Miguel,Navarro,31,Hombre,México,Soltero,2,0,Product Manager,Inmobiliario,Senior,Master,Permanente,8,76,119439,88150,43558,1269,0,0,45861,644,3064,0,36.47,Medio,Residencia,844421,Zona Centro-Negocios
Sofía,Martín,33,Mujer,Argentina,Casado,5,0,Empresario,Construcción,Senior,Master,Permanente,11,35,73210,44751,80632,0,0,429188,393307,661,1806,0,110.14,Medio,Inversión,1803836,Zona Centro-Negocios
Manuel,Suárez,33,Hombre,España,Divorciado,1,3,Arquitecto,Educación,Senior,Master,Permanente,10,2,93973,65082,25566,23729,0,554929,618174,643,3089,0,27.21,Alto,Inversión,2569764,Zona Costa-Premium
Fernando,Vázquez,56,Hombre,España,Casado,3,1,Marketing Manager,Alimentación,C-Level,PhD,Permanente,33,85,296419,307857,108291,411235,0,1699899,2310700,788,7636,0,36.53,Alto,Inversión,5000000,Zona Costa-Premium
Pablo,González,31,Hombre,España,Divorciado,4,1,Diseñador,Inmobiliario,Senior,Master,Permanente,8,155,70166,20233,42901,18819,11957,0,8108,550,2159,0,61.14,Bajo,Inversión,413374,Zona Residencial-Accesible
Isabel,Blanco,33,Mujer,Chile,Soltero,2,0,Piloto,Automotriz,Mid-Level,Licenciatura,Permanente,10,11,63107,23287,46327,36862,13742,132223,159787,617,1407,6336,73.41,Bajo,Inversión,611023,Zona Centro-Negocios
Sofía,Pérez,31,Mujer,España,Divorciado,1,1,Empresario,Finanzas,Mid-Level,Licenciatura,Permanente,8,7,41603,16020,18103,0,0,0,-2083,663,1075,0,43.51,Bajo,Mixto,309167,Zona Tech-Educación
Antonio,Blanco,61,Hombre,Argentina,Soltero,2,0,Director Comercial,Automotriz,Director,Master,Permanente,38,130,141438,85987,43833,210248,0,1182573,1434975,692,2627,42231,30.99,Alto,Mixto,5000000,Zona Centro-Negocios
Daniel,Martín,33,Hombre,España,Casado,1,1,Analista Financiero,Retail,Senior,Licenciatura,Permanente,12,58,67555,55016,82581,0,7963,391344,371742,550,1703,0,122.24,Bajo,Vacacional,1118699,Zona Sur-Inversión
Antonio,López,33,Hombre,México,Casado,3,1,Consultor,Turismo,Senior,Master,Permanente,10,90,88907,42690,73661,72269,0,0,41298,550,2920,0,82.85,Bajo,Residencia,864819,Zona Residencial-Accesible
Clara,Jiménez,33,Mujer,España,Casado,3,3,Consultor,Alimentación,Mid-Level,Licenciatura,Permanente,10,88,39730,15627,50538,38562,0,0,3651,612,869,0,127.2,Medio,Vacacional,360766,Zona Tech-Educación
Alberto,Fernández,33,Hombre,España,Soltero,3,0,Empresario,Legal,Senior,Master,Freelance,10,1,114745,55933,42560,63769,0,0,77142,777,1920,0,37.09,Medio,Residencia,1339398,Zona Sur-Inversión
Elena,Ruiz,31,Mujer,España,Divorciado,3,2,Ingeniero Civil,Consultoría,Senior,Master,Permanente,10,52,74283,10315,35621,0,0,0,-25306,642,2317,16509,47.95,Medio,Residencia,543857,Zona Residencial-Accesible
David,Navarro,33,Hombre,España,Divorciado,1,0,Diseñador,Retail,Senior,Licenciatura,Permanente,12,112,69060,64734,70276,31094,0,0,25552,550,1683,10640,101.76,Medio,Vacacional,710177,Zona Centro-Negocios
Cristina,Álvarez,61,Mujer,España,Casado,1,1,Profesor Universitario,Retail,Director,Licenciatura,Permanente,40,175,126741,176185,58300,133615,0,0,251500,688,2253,0,46.0,Medio,Vacacional,1432431,Zona Residencial-Accesible
Francisco,Díaz,33,Hombre,Chile,Soltero,4,0,Contador,Educación,Mid-Level,Bachillerato,Temporal,10,96,33270,23727,41409,0,5573,0,-12109,550,916,0,124.46,Medio,Residencia,378994,Zona Residencial-Accesible
Daniel,Navarro,56,Hombre,España,Soltero,1,0,Contador,Retail,Director,Bachillerato,Permanente,34,34,138416,215508,100663,215984,68748,1153150,1552727,646,4115,0,72.72,Alto,Residencia,5000000,Zona Costa-Premium
David,Ramírez,31,Hombre,España,Casado,2,2,Analista Financiero,Retail,Senior,Master,Permanente,9,111,90260,29372,12295,28291,0,0,45368,703,2283,17873,13.62,Medio,Residencia,503092,Zona Centro-Negocios
Clara,García,61,Mujer,Argentina,Casado,5,1,Piloto,Automotriz,C-Level,PhD,Permanente,40,135,254465,197186,41832,548201,73322,1525950,2302827,773,4778,60810,16.44,Medio,Inversión,5000000,Zona Costa-Premium
Beatriz,García,33,Mujer,Argentina,Soltero,2,0,Diseñador,Turismo,Senior,Master,Permanente,11,23,116303,72852,96868,141581,16101,638799,772465,702,3769,0,83.29,Alto,Vacacional,2754740,Zona Centro-Negocios
Fernando,Torres,33,Hombre,España,Casado,3,2,Ingeniero Software,Energía,Director,Master,Temporal,12,70,152245,117809,49906,117942,0,363959,549804,784,3227,0,32.78,Alto,Inversión,1714635,Zona Centro-Negocios
Clara,Moreno,33,Mujer,Argentina,Casado,1,2,Data Scientist,Tecnología,Senior,PhD,Permanente,11,126,79457,54748,74301,38490,18872,0,37809,550,2240,15185,93.51,Medio,Residencia,640364,Zona Centro-Negocios
Isabel,Gutiérrez,56,Mujer,Colombia,Casado,2,2,Piloto,Salud,Director,Licenciatura,Permanente,35,152,153644,192324,150031,285664,0,0,327957,612,4482,11784,97.65,Medio,Inversión,1773999,Zona Sur-Inversión
Mónica,González,56,Mujer,España,Casado,2,2,Arquitecto,Automotriz,Director,Master,Permanente,34,171,181934,82115,162536,366091,0,0,285670,760,4434,0,89.34,Alto,Vacacional,2491944,Zona Sur-Inversión
Elena,Díaz,33,Mujer,México,Casado,3,2,Chef Ejecutivo,Retail,Senior,Licenciatura,Temporal,12,173,100720,44132,82410,144101,9515,0,115338,714,3087,0,81.82,Medio,Mixto,845521,Zona Sur-Inversión
Pedro,Gómez,33,Hombre,España,Soltero,5,0,Médico,Retail,Mid-Level,Licenciatura,Permanente,11,156,44773,21838,29833,57332,0,0,49337,550,1125,0,66.63,Bajo,Residencia,447307,Zona Residencial-Accesible
Miguel,Alonso,31,Hombre,España,Soltero,3,0,Ingeniero Civil,Consultoría,Mid-Level,Licenciatura,Permanente,8,95,54376,14208,8309,31330,0,0,37229,648,1107,4616,15.28,Medio,Inversión,404324,Zona Tech-Educación
Silvia,Rubio,33,Mujer,Ecuador,Divorciado,1,0,Data Scientist,Tecnología,Mid-Level,Licenciatura,Permanente,11,100,48382,52911,37334,24400,17203,0,57180,550,1373,0,77.17,Medio,Inversión,511591,Zona Centro-Negocios
Clara,Fernández,33,Mujer,España,Soltero,2,0,Médico,Retail,Senior,Master,Permanente,11,31,100800,110898,66437,114346,0,0,158807,608,2539,0,65.91,Alto,Inversión,1194342,Zona Centro-Negocios
Cristina,Ortiz,33,Mujer,España,Viudo,1,0,Data Scientist,Energía,Senior,Licenciatura,Permanente,12,161,102197,83261,56715,123060,15246,0,164852,612,2955,0,55.5,Alto,Inversión,1048312,Zona Residencial-Accesible
Rafael,Rodríguez,33,Hombre,Ecuador,Soltero,2,0,Ingeniero Civil,Finanzas,Mid-Level,Licenciatura,Temporal,10,160,51705,27578,39241,28083,29024,162845,208289,631,1287,0,75.89,Bajo,Inversión,996335,Zona Sur-Inversión
Rafael,Ramírez,56,Hombre,Colombia,Casado,2,2,Profesor Universitario,Construcción,Director,PhD,Permanente,33,132,171500,235570,45869,356328,0,0,546029,807,5377,0,26.75,Alto,Inversión,2338361,Zona Sur-Inversión
Carmen,Muñoz,56,Mujer,México,Soltero,2,0,Contador,Legal,Director,Bachillerato,Permanente,35,70,78027,51869,167271,72251,0,0,-43151,635,2594,8289,214.38,Bajo,Inversión,800153,Zona Sur-Inversión
Teresa,Molina,31,Mujer,Argentina,Viudo,2,0,Chef Ejecutivo,Tecnología,Senior,Master,Permanente,9,160,86674,56758,19275,4490,0,143650,185623,624,2381,0,22.24,Alto,Inversión,612010,Zona Sur-Inversión
Sofía,Martínez,56,Mujer,Colombia,Viudo,5,0,Desarrollador,Finanzas,Director,PhD,Temporal,33,32,174298,173146,57068,382935,0,0,499013,807,5213,28061,32.74,Bajo,Mixto,2036349,Zona Centro-Negocios
Carmen,Molina,31,Mujer,Colombia,Soltero,3,0,Consultor,Aeroespacial,Senior,Master,Permanente,10,167,123219,50737,15269,53550,9210,0,98228,770,2154,0,12.39,Medio,Residencia,856543,Zona Sur-Inversión
Clara,González,56,Mujer,España,Soltero,2,0,Ingeniero Civil,Consultoría,Director,Master,Permanente,33,29,126223,214730,123659,268203,26368,0,385642,573,2442,0,97.97,Alto,Inversión,1851840,Zona Costa-Premium
Manuel,González,31,Hombre,España,Casado,2,1,Médico,Automotriz,Mid-Level,Bachillerato,Temporal,10,112,37626,4570,36795,10696,0,0,-21529,550,685,0,97.79,Bajo,Vacacional,285104,Zona Residencial-Accesible
Fernando,Ortiz,56,Hombre,España,Divorciado,4,3,Abogado,Telecomunicaciones,Director,Master,Permanente,34,160,180167,151713,61887,286847,0,1584719,1961392,660,4748,0,34.35,Alto,Inversión,5000000,Zona Centro-Negocios
Andrea,Hernández,33,Mujer,España,Casado,4,2,Empresario,Salud,Senior,Licenciatura,Temporal,12,14,88195,41298,76115,14538,12126,0,-8153,568,1844,0,86.3,Bajo,Inversión,812963,Zona Residencial-Accesible
Sara,Navarro,33,Mujer,España,Divorciado,3,0,Ingeniero Software,Aeroespacial,Senior,Master,Permanente,10,24,123517,66216,36337,105265,0,0,135144,710,2866,26697,29.42,Bajo,Inversión,1461397,Zona Residencial-Accesible
Rafael,Álvarez,56,Hombre,Argentina,Soltero,2,0,Ingeniero Civil,Alimentación,Director,Master,Permanente,34,161,124122,241430,140430,306017,32205,0,439222,550,3000,0,113.14,Alto,Residencia,2224206,Zona Costa-Premium
Sergio,Navarro,31,Hombre,España,Casado,4,2,Piloto,Retail,Mid-Level,Licenciatura,Permanente,8,153,44958,14895,33519,0,0,0,-18624,550,1134,0,74.56,Medio,Inversión,349192,Zona Tech-Educación
Clara,Hernández,31,Mujer,España,Casado,5,1,Desarrollador,Consultoría,Senior,Master,Permanente,9,118,86958,26327,39830,0,0,139064,125561,672,2738,14797,45.8,Medio,Residencia,687103,Zona Tech-Educación
Pedro,Fernández,33,Hombre,Argentina,Soltero,1,0,Contador,Salud,Director,Master,Permanente,12,24,152402,140279,75051,214982,29262,0,309472,756,3410,0,49.25,Bajo,Residencia,1627515,Zona Costa-Premium
Carlos,Molina,56,Hombre,México,Casado,4,3,Empresario,Energía,Director,Master,Permanente,35,38,108595,122787,49376,249754,0,0,323165,718,2202,0,45.47,Medio,Residencia,1449214,Zona Sur-Inversión
Ana,Gómez,33,Mujer,USA (Miami),Divorciado,4,1,Farmacéutico,Salud,Senior,Licenciatura,Permanente,12,70,79332,29780,88256,106381,38553,0,86458,550,1496,0,111.25,Bajo,Inversión,674652,Zona Residencial-Accesible
Cristina,Ortiz,31,Mujer,Chile,Divorciado,2,0,Data Scientist,Alimentación,Senior,PhD,Permanente,10,54,78561,27262,32177,24383,4860,0,24328,711,1645,0,40.96,Bajo,Residencia,559170,Zona Residencial-Accesible
Ana,Vázquez,33,Mujer,Venezuela,Soltero,2,0,Director Comercial,Turismo,Senior,PhD,Permanente,10,37,116310,38865,40798,0,0,653852,651919,718,3217,0,35.08,Medio,Inversión,3144716,Zona Centro-Negocios
Ricardo,Ramos,33,Hombre,México,Soltero,3,0,Empresario,Educación,Senior,Licenciatura,Permanente,12,113,77048,91893,95479,71548,0,0,67962,657,2408,13078,123.92,Bajo,Inversión,832009,Zona Residencial-Accesible
Sofía,Blanco,33,Mujer,Argentina,Casado,2,1,Médico,Turismo,Senior,Licenciatura,Permanente,12,113,109003,22905,90927,15345,23733,0,-28944,550,2143,0,83.42,Medio,Vacacional,1079685,Zona Residencial-Accesible
Pablo,Moreno,56,Hombre,USA (Miami),Soltero,1,0,Empresario,Legal,Director,Master,Freelance,35,40,110931,135325,99362,211092,0,0,247055,645,3605,0,89.57,Medio,Inversión,1573684,Zona Centro-Negocios
David,Romero,33,Hombre,Chile,Divorciado,5,1,Piloto,Automotriz,Senior,Licenciatura,Permanente,12,14,105110,51531,69363,0,55786,424423,462377,550,1892,0,65.99,Medio,Inversión,1804052,Zona Centro-Negocios
